href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
,gyeongsangdo/gyeongsangdo0017,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0018,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0019,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0020,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0021,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0022,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0023,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0024,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0025,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0026,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0027,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0028,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0029,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0030,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0031,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0032,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0033,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0034,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0035,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0036,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0037,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0038,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0039,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0040,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0041,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0042,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0043,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0044,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0045,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0046,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0047,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0048,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0049,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0050,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0051,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0052,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0053,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0054,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0055,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0056,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0057,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0058,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0059,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0060,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0061,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0062,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0063,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0064,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0065,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0066,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0067,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0068,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
,gyeongsangdo/gyeongsangdo0069,,"['gyeongsangdo,', 'gyeongsangdo']",gyeongsangdo,['none'],,,,,,
